KMeans_ms 1 process: 0.895ms
										
Total lines processed: 293458					
Non-empty cells: 9915					
					
Cluster centroids (count	avgMag):				
Cluster 0: 11.86 4.92					
Cluster 1: 183.90 4.90					
Cluster 2: 640.09 4.92					
					
Cluster ranking:					
Rank 0: Cluster 0 (quiet)					
Rank 1: Cluster 1 (moderate)					
Rank 2: Cluster 2 (hotspot)					
					
Hotspot map:					
lat	lon	count	avgMag	cluster	label
-5.5	140.5	18	4.933	0	quiet
-5.5	141.5	28	4.807	0	quiet
-5.5	142.5	70	4.932	0	quiet
-5.5	143.5	19	4.963	0	quiet
-5.5	144.5	45	4.923	0	quiet
-5.5	145.5	218	4.929	1	moderate
-5.5	146.5	483	4.881	2	hotspot
-5.5	147.5	644	4.833	2	hotspot
-5.5	148.5	215	4.989	1	moderate
-5.5	149.5	208	4.974	1	moderate
-5.5	150.5	316	5.006	1	moderate
-5.5	151.5	1123	5.011	2	hotspot
-5.5	152.5	851	4.936	2	hotspot
-5.5	153.5	773	4.925	2	hotspot
-5.5	154.5	446	4.964	2	hotspot
-5.5	155.5	8	4.827	0	quiet
-5.5	156.5	1	6.19	0	quiet
-4.5	-169.5	1	4.6	0	quiet
-4.5	-112.5	1	5.9	0	quiet
-4.5	-111.5	1	5.1	0	quiet
-4.5	-106.5	28	5.248	0	quiet
-4.5	-105.5	90	5.189	0	quiet
-4.5	-104.5	72	5.162	0	quiet
-4.5	-103.5	17	4.829	0	quiet
-4.5	-102.5	5	5.18	0	quiet
-4.5	-101.5	2	5.3	0	quiet
-4.5	-100.5	1	4.7	0	quiet
-4.5	-83.5	1	4.8	0	quiet
-4.5	-81.5	29	5.046	0	quiet
-4.5	-80.5	80	4.956	0	quiet
-4.5	-79.5	11	4.836	0	quiet
-4.5	-78.5	11	4.985	0	quiet
-4.5	-77.5	24	4.862	0	quiet
-4.5	-76.5	35	5.102	0	quiet
-4.5	-75.5	12	4.671	0	quiet
-4.5	-74.5	2	4.85	0	quiet
-4.5	-73.5	1	4.8	0	quiet
-4.5	-38.5	1	5.1	0	quiet
-4.5	-30.5	1	4.8	0	quiet
-4.5	-13.5	1	4.9	0	quiet
-4.5	-12.5	35	4.891	0	quiet
-4.5	-11.5	17	4.818	0	quiet
-4.5	-10.5	5	4.8	0	quiet
-4.5	26.5	1	4.9	0	quiet
-4.5	27.5	1	4.6	0	quiet
-4.5	28.5	6	4.918	0	quiet
-4.5	29.5	9	4.9	0	quiet
-4.5	30.5	2	5	0	quiet
-4.5	32.5	2	4.95	0	quiet
-4.5	33.5	1	4.7	0	quiet
-4.5	34.5	9	4.768	0	quiet
-4.5	35.5	21	4.81	0	quiet
-4.5	36.5	1	4.8	0	quiet
-4.5	37.5	2	5	0	quiet
-4.5	38.5	2	4.95	0	quiet
-4.5	39.5	3	4.7	0	quiet
-4.5	68.5	51	4.794	0	quiet
-4.5	69.5	9	4.9	0	quiet
-4.5	70.5	4	5.1	0	quiet
-4.5	72.5	2	5	0	quiet
-4.5	79.5	1	5.3	0	quiet
-4.5	80.5	1	4.5	0	quiet
-4.5	82.5	1	5	0	quiet
-4.5	86.5	1	4.5	0	quiet
-4.5	87.5	2	5.5	0	quiet
-4.5	89.5	1	5.2	0	quiet
-4.5	93.5	1	5.2	0	quiet
-4.5	94.5	15	5.007	0	quiet
-4.5	98.5	4	5.5	0	quiet
-4.5	99.5	1	4.5	0	quiet
-4.5	100.5	35	4.86	0	quiet
-4.5	101.5	237	5.04	1	moderate
-4.5	102.5	492	4.956	2	hotspot
-4.5	103.5	150	5.005	1	moderate
-4.5	104.5	12	5.131	0	quiet
-4.5	105.5	5	4.66	0	quiet
-4.5	106.5	2	5.05	0	quiet
-4.5	107.5	4	5.4	0	quiet
-4.5	108.5	3	6.313	0	quiet
-4.5	118.5	1	4.6	0	quiet
-4.5	119.5	2	5.25	0	quiet
-4.5	120.5	3	4.967	0	quiet
-4.5	121.5	9	4.878	0	quiet
-4.5	122.5	15	5.023	0	quiet
-4.5	123.5	39	5.065	0	quiet
-4.5	124.5	12	4.692	0	quiet
-4.5	125.5	42	4.998	0	quiet
-4.5	126.5	36	4.969	0	quiet
-4.5	127.5	71	5.059	0	quiet
-4.5	128.5	73	4.898	0	quiet
-4.5	129.5	177	4.939	1	moderate
-4.5	130.5	51	4.89	0	quiet
-4.5	131.5	39	4.967	0	quiet
-4.5	132.5	28	4.992	0	quiet
-4.5	133.5	148	4.895	1	moderate
-4.5	134.5	130	4.948	1	moderate
-4.5	135.5	85	5.076	0	quiet
-4.5	136.5	47	4.995	0	quiet
-4.5	137.5	30	4.74	0	quiet
-4.5	138.5	63	4.843	0	quiet
-4.5	139.5	122	4.896	1	moderate
-4.5	140.5	44	5.045	0	quiet
-4.5	141.5	36	4.884	0	quiet
-4.5	142.5	111	4.869	1	moderate
-4.5	143.5	163	4.935	1	moderate
-4.5	144.5	178	4.95	1	moderate
-4.5	145.5	84	5.01	0	quiet
-4.5	146.5	20	5.074	0	quiet
-4.5	147.5	26	4.775	0	quiet
-4.5	148.5	13	4.9	0	quiet
-4.5	149.5	56	4.962	0	quiet
-4.5	150.5	35	4.823	0	quiet
-4.5	151.5	253	4.931	1	moderate
-4.5	152.5	656	4.943	2	hotspot
-4.5	153.5	812	4.964	2	hotspot
-4.5	154.5	64	4.837	0	quiet
-4.5	155.5	18	4.979	0	quiet
-3.5	-168.5	1	4.6	0	quiet
-3.5	-154.5	1	4.7	0	quiet
-3.5	-105.5	2	4.65	0	quiet
-3.5	-104.5	30	5.108	0	quiet
-3.5	-103.5	52	4.79	0	quiet
-3.5	-102.5	23	4.739	0	quiet
-3.5	-98.5	1	4.6	0	quiet
-3.5	-88.5	1	4.5	0	quiet
-3.5	-82.5	1	4.7	0	quiet
-3.5	-81.5	18	5.102	0	quiet
-3.5	-80.5	74	5.007	0	quiet
-3.5	-79.5	30	4.99	0	quiet
-3.5	-78.5	14	4.829	0	quiet
-3.5	-77.5	45	4.917	0	quiet
-3.5	-76.5	38	4.956	0	quiet
-3.5	-75.5	12	4.683	0	quiet
-3.5	-74.5	1	4.5	0	quiet
-3.5	-72.5	1	4.6	0	quiet
-3.5	-62.5	1	5.6	0	quiet
-3.5	-43.5	1	4.5	0	quiet
-3.5	-39.5	1	4.8	0	quiet
-3.5	-12.5	37	4.952	0	quiet
-3.5	-11.5	8	4.95	0	quiet
-3.5	25.5	1	4.8	0	quiet
-3.5	26.5	1	5.2	0	quiet
-3.5	27.5	1	5	0	quiet
-3.5	28.5	10	4.928	0	quiet
-3.5	29.5	19	5.133	0	quiet
-3.5	32.5	2	4.75	0	quiet
-3.5	33.5	1	4.9	0	quiet
-3.5	34.5	7	4.814	0	quiet
-3.5	35.5	11	4.973	0	quiet
-3.5	36.5	1	4.6	0	quiet
-3.5	37.5	1	4.7	0	quiet
-3.5	38.5	2	4.935	0	quiet
-3.5	39.5	2	5.2	0	quiet
-3.5	41.5	1	5.96	0	quiet
-3.5	49.5	1	4.5	0	quiet
-3.5	67.5	2	4.65	0	quiet
-3.5	68.5	67	4.813	0	quiet
-3.5	69.5	5	5.274	0	quiet
-3.5	71.5	1	5.5	0	quiet
-3.5	80.5	1	4.6	0	quiet
-3.5	81.5	2	4.9	0	quiet
-3.5	82.5	1	6	0	quiet
-3.5	84.5	2	5.2	0	quiet
-3.5	86.5	6	5.267	0	quiet
-3.5	87.5	4	4.975	0	quiet
-3.5	88.5	4	5.125	0	quiet
-3.5	89.5	4	5.133	0	quiet
-3.5	90.5	1	5.5	0	quiet
-3.5	98.5	2	4.85	0	quiet
-3.5	99.5	63	4.729	0	quiet
-3.5	100.5	227	4.933	1	moderate
-3.5	101.5	191	4.942	1	moderate
-3.5	102.5	52	4.998	0	quiet
-3.5	103.5	15	4.847	0	quiet
-3.5	104.5	7	4.714	0	quiet
-3.5	115.5	1	4.9	0	quiet
-3.5	117.5	1	4.5	0	quiet
-3.5	118.5	7	5.466	0	quiet
-3.5	119.5	10	4.94	0	quiet
-3.5	120.5	2	4.55	0	quiet
-3.5	121.5	4	5.11	0	quiet
-3.5	122.5	8	4.825	0	quiet
-3.5	123.5	17	5.065	0	quiet
-3.5	125.5	5	4.72	0	quiet
-3.5	126.5	50	4.882	0	quiet
-3.5	127.5	139	5.01	1	moderate
-3.5	128.5	130	4.948	1	moderate
-3.5	129.5	168	4.881	1	moderate
-3.5	130.5	219	4.886	1	moderate
-3.5	131.5	150	4.871	1	moderate
-3.5	132.5	1	5.83	0	quiet
-3.5	133.5	19	4.8	0	quiet
-3.5	134.5	112	4.781	1	moderate
-3.5	135.5	228	4.988	1	moderate
-3.5	136.5	73	4.914	0	quiet
-3.5	137.5	42	4.952	0	quiet
-3.5	138.5	80	4.862	0	quiet
-3.5	139.5	210	4.984	1	moderate
-3.5	140.5	160	5.034	1	moderate
-3.5	141.5	106	4.955	1	moderate
-3.5	142.5	142	5.071	1	moderate
-3.5	143.5	117	5.03	1	moderate
-3.5	144.5	99	5.163	1	moderate
-3.5	145.5	204	5.029	1	moderate
-3.5	146.5	215	5.085	1	moderate
-3.5	147.5	67	4.939	0	quiet
-3.5	148.5	132	5.215	1	moderate
-3.5	149.5	122	4.886	1	moderate
-3.5	150.5	128	5.229	1	moderate
-3.5	151.5	292	4.955	1	moderate
-3.5	152.5	117	4.974	1	moderate
-3.5	153.5	37	4.949	0	quiet
-3.5	154.5	9	5	0	quiet
-3.5	155.5	1	4.9	0	quiet
-3.5	177.5	198	4.962	1	moderate
-2.5	-109.5	1	5.73	0	quiet
-2.5	-106.5	1	5.1	0	quiet
-2.5	-105.5	3	4.567	0	quiet
-2.5	-104.5	1	4.5	0	quiet
-2.5	-102.5	11	5.036	0	quiet
-2.5	-101.5	1	4.5	0	quiet
-2.5	-99.5	1	4.5	0	quiet
-2.5	-98.5	1	4.5	0	quiet
-2.5	-97.5	1	4.5	0	quiet
-2.5	-81.5	7	4.729	0	quiet
-2.5	-80.5	39	4.808	0	quiet
-2.5	-79.5	78	4.877	0	quiet
-2.5	-78.5	35	4.949	0	quiet
-2.5	-77.5	108	4.98	1	moderate
-2.5	-76.5	27	4.897	0	quiet
-2.5	-75.5	5	5.02	0	quiet
-2.5	-60.5	1	5.27	0	quiet
-2.5	-28.5	1	5.76	0	quiet
-2.5	-27.5	2	4.75	0	quiet
-2.5	-20.5	1	6	0	quiet
-2.5	-14.5	1	6.87	0	quiet
-2.5	-13.5	1	4.7	0	quiet
-2.5	-12.5	36	4.861	0	quiet
-2.5	-11.5	8	4.873	0	quiet
-2.5	-0.5	1	4.7	0	quiet
-2.5	0.5	1	4.7	0	quiet
-2.5	22.5	3	4.933	0	quiet
-2.5	23.5	3	4.6	0	quiet
-2.5	26.5	1	4.8	0	quiet
-2.5	27.5	5	4.82	0	quiet
-2.5	28.5	34	4.877	0	quiet
-2.5	29.5	8	4.763	0	quiet
-2.5	33.5	1	5.5	0	quiet
-2.5	35.5	11	4.709	0	quiet
-2.5	36.5	27	4.893	0	quiet
-2.5	37.5	1	4.5	0	quiet
-2.5	46.5	1	5	0	quiet
-2.5	55.5	1	4.6	0	quiet
-2.5	65.5	1	4.8	0	quiet
-2.5	67.5	23	4.784	0	quiet
-2.5	68.5	104	4.9	1	moderate
-2.5	69.5	1	4.8	0	quiet
-2.5	73.5	1	5.6	0	quiet
-2.5	75.5	1	4.5	0	quiet
-2.5	79.5	1	4.7	0	quiet
-2.5	81.5	1	4.8	0	quiet
-2.5	82.5	1	4.5	0	quiet
-2.5	83.5	2	5.3	0	quiet
-2.5	84.5	1	5.8	0	quiet
-2.5	85.5	2	4.9	0	quiet
-2.5	86.5	2	4.65	0	quiet
-2.5	87.5	2	4.6	0	quiet
-2.5	88.5	2	5.2	0	quiet
-2.5	92.5	3	5.667	0	quiet
-2.5	96.5	1	5	0	quiet
-2.5	97.5	1	4.8	0	quiet
-2.5	98.5	5	5.256	0	quiet
-2.5	99.5	143	5.027	1	moderate
-2.5	100.5	167	4.88	1	moderate
-2.5	101.5	105	5.011	1	moderate
-2.5	102.5	40	4.86	0	quiet
-2.5	103.5	1	7.3	0	quiet
-2.5	109.5	1	4.7	0	quiet
-2.5	110.5	1	4.7	0	quiet
-2.5	115.5	2	4.75	0	quiet
-2.5	118.5	10	5.35	0	quiet
-2.5	119.5	74	4.994	0	quiet
-2.5	120.5	24	4.85	0	quiet
-2.5	121.5	46	4.846	0	quiet
-2.5	122.5	26	4.947	0	quiet
-2.5	123.5	4	4.7	0	quiet
-2.5	124.5	12	5.142	0	quiet
-2.5	125.5	36	5.019	0	quiet
-2.5	126.5	56	5.027	0	quiet
-2.5	127.5	70	4.917	0	quiet
-2.5	128.5	101	4.757	1	moderate
-2.5	129.5	140	4.785	1	moderate
-2.5	130.5	44	4.859	0	quiet
-2.5	131.5	1	4.7	0	quiet
-2.5	133.5	57	4.8	0	quiet
-2.5	134.5	75	4.851	0	quiet
-2.5	135.5	6	5.25	0	quiet
-2.5	136.5	62	5.094	0	quiet
-2.5	137.5	31	4.885	0	quiet
-2.5	138.5	413	4.956	2	hotspot
-2.5	139.5	334	4.965	1	moderate
-2.5	140.5	155	4.878	1	moderate
-2.5	141.5	153	4.939	1	moderate
-2.5	142.5	51	4.884	0	quiet
-2.5	143.5	9	5.102	0	quiet
-2.5	144.5	1	4.6	0	quiet
-2.5	145.5	17	5.201	0	quiet
-2.5	146.5	11	5.009	0	quiet
-2.5	147.5	48	4.883	0	quiet
-2.5	148.5	8	5.545	0	quiet
-2.5	149.5	6	5.192	0	quiet
-2.5	150.5	7	5.149	0	quiet
-2.5	151.5	6	4.767	0	quiet
-2.5	152.5	18	5.162	0	quiet
-2.5	153.5	8	4.85	0	quiet
-2.5	177.5	7	4.743	0	quiet
-1.5	-128.5	1	4.8	0	quiet
-1.5	-103.5	3	4.667	0	quiet
-1.5	-91.5	2	4.65	0	quiet
-1.5	-90.5	2	5.225	0	quiet
-1.5	-89.5	2	4.7	0	quiet
-1.5	-81.5	37	5.102	0	quiet
-1.5	-80.5	83	4.97	0	quiet
-1.5	-79.5	9	4.789	0	quiet
-1.5	-78.5	51	4.974	0	quiet
-1.5	-77.5	127	4.847	1	moderate
-1.5	-76.5	3	6.067	0	quiet
-1.5	-75.5	1	5.5	0	quiet
-1.5	-72.5	1	8	0	quiet
-1.5	-24.5	48	5.012	0	quiet
-1.5	-23.5	24	5.324	0	quiet
-1.5	-22.5	1	4.6	0	quiet
-1.5	-21.5	1	6	0	quiet
-1.5	-20.5	2	6.125	0	quiet
-1.5	-18.5	1	4.6	0	quiet
-1.5	-16.5	8	4.7	0	quiet
-1.5	-15.5	94	5.163	0	quiet
-1.5	-14.5	43	5.06	0	quiet
-1.5	-13.5	57	5.171	0	quiet
-1.5	-12.5	47	4.834	0	quiet
-1.5	-11.5	1	4.7	0	quiet
-1.5	4.5	1	4.8	0	quiet
-1.5	10.5	7	4.786	0	quiet
-1.5	23.5	1	4.5	0	quiet
-1.5	26.5	9	4.869	0	quiet
-1.5	27.5	3	4.7	0	quiet
-1.5	28.5	19	4.832	0	quiet
-1.5	29.5	22	4.766	0	quiet
-1.5	31.5	1	5.9	0	quiet
-1.5	34.5	2	5	0	quiet
-1.5	36.5	2	4.65	0	quiet
-1.5	55.5	6	4.817	0	quiet
-1.5	64.5	1	5	0	quiet
-1.5	66.5	1	4.5	0	quiet
-1.5	67.5	65	4.928	0	quiet
-1.5	68.5	22	4.727	0	quiet
-1.5	69.5	29	4.752	0	quiet
-1.5	81.5	2	5.455	0	quiet
-1.5	86.5	3	4.967	0	quiet
-1.5	87.5	1	5.3	0	quiet
-1.5	88.5	4	5.5	0	quiet
-1.5	89.5	10	5.521	0	quiet
-1.5	96.5	2	5	0	quiet
-1.5	97.5	20	4.941	0	quiet
-1.5	98.5	35	5.003	0	quiet
-1.5	99.5	362	4.873	1	moderate
-1.5	100.5	101	4.911	1	moderate
-1.5	101.5	10	4.72	0	quiet
-1.5	102.5	6	4.767	0	quiet
-1.5	105.5	1	5.45	0	quiet
-1.5	114.5	1	4.9	0	quiet
-1.5	115.5	3	5.607	0	quiet
-1.5	116.5	3	5.167	0	quiet
-1.5	117.5	2	4.75	0	quiet
-1.5	118.5	3	4.733	0	quiet
-1.5	119.5	44	5.077	0	quiet
-1.5	120.5	150	4.852	1	moderate
-1.5	121.5	18	4.85	0	quiet
-1.5	122.5	32	4.962	0	quiet
-1.5	123.5	80	4.849	0	quiet
-1.5	124.5	20	4.895	0	quiet
-1.5	125.5	8	4.638	0	quiet
-1.5	126.5	102	4.993	1	moderate
-1.5	127.5	195	4.979	1	moderate
-1.5	128.5	52	4.941	0	quiet
-1.5	129.5	19	5.063	0	quiet
-1.5	130.5	2	4.5	0	quiet
-1.5	131.5	2	4.85	0	quiet
-1.5	132.5	8	4.971	0	quiet
-1.5	133.5	57	4.842	0	quiet
-1.5	134.5	132	5.003	1	moderate
-1.5	135.5	26	5.1	0	quiet
-1.5	136.5	117	5.032	1	moderate
-1.5	137.5	45	4.95	0	quiet
-1.5	138.5	79	4.965	0	quiet
-1.5	139.5	38	4.916	0	quiet
-1.5	140.5	18	4.911	0	quiet
-1.5	141.5	1	5.3	0	quiet
-1.5	143.5	1	5.68	0	quiet
-1.5	144.5	2	5.94	0	quiet
-1.5	145.5	26	4.873	0	quiet
-1.5	146.5	9	4.978	0	quiet
-1.5	147.5	5	4.94	0	quiet
-1.5	148.5	19	4.916	0	quiet
-1.5	149.5	34	4.983	0	quiet
-1.5	150.5	9	4.833	0	quiet
-1.5	151.5	14	4.779	0	quiet
-1.5	152.5	8	5.127	0	quiet
-1.5	154.5	1	6.2	0	quiet
-0.5	-103.5	1	4.8	0	quiet
-0.5	-95.5	1	4.5	0	quiet
-0.5	-91.5	49	4.972	0	quiet
-0.5	-90.5	6	4.933	0	quiet
-0.5	-88.5	1	5	0	quiet
-0.5	-81.5	7	5.494	0	quiet
-0.5	-80.5	78	5.055	0	quiet
-0.5	-79.5	12	5.119	0	quiet
-0.5	-78.5	37	4.903	0	quiet
-0.5	-77.5	25	4.931	0	quiet
-0.5	-61.5	1	4.7	0	quiet
-0.5	-60.5	2	4.65	0	quiet
-0.5	-50.5	1	4.8	0	quiet
-0.5	-28.5	3	5.223	0	quiet
-0.5	-27.5	1	5.64	0	quiet
-0.5	-24.5	16	4.806	0	quiet
-0.5	-23.5	6	4.683	0	quiet
-0.5	-22.5	11	5.16	0	quiet
-0.5	-21.5	20	5.639	0	quiet
-0.5	-20.5	23	5.08	0	quiet
-0.5	-19.5	66	5.271	0	quiet
-0.5	-18.5	47	5.14	0	quiet
-0.5	-17.5	47	5.179	0	quiet
-0.5	-16.5	65	4.856	0	quiet
-0.5	-15.5	13	4.815	0	quiet
-0.5	-14.5	5	5	0	quiet
-0.5	-13.5	30	5.014	0	quiet
-0.5	-12.5	7	4.829	0	quiet
-0.5	-11.5	1	5.2	0	quiet
-0.5	-6.5	2	4.85	0	quiet
-0.5	-4.5	2	5.25	0	quiet
-0.5	4.5	1	4.6	0	quiet
-0.5	6.5	1	4.5	0	quiet
-0.5	10.5	2	4.95	0	quiet
-0.5	12.5	2	5.7	0	quiet
-0.5	21.5	1	4.8	0	quiet
-0.5	26.5	4	4.625	0	quiet
-0.5	27.5	5	4.892	0	quiet
-0.5	28.5	1	4.6	0	quiet
-0.5	29.5	21	4.817	0	quiet
-0.5	30.5	1	4.5	0	quiet
-0.5	31.5	1	6.35	0	quiet
-0.5	33.5	2	4.65	0	quiet
-0.5	34.5	1	5	0	quiet
-0.5	66.5	5	5.094	0	quiet
-0.5	67.5	32	4.769	0	quiet
-0.5	68.5	1	4.6	0	quiet
-0.5	74.5	1	5.93	0	quiet
-0.5	75.5	2	5.93	0	quiet
-0.5	76.5	1	5.78	0	quiet
-0.5	80.5	1	5.2	0	quiet
-0.5	81.5	1	4.6	0	quiet
-0.5	82.5	2	4.9	0	quiet
-0.5	84.5	5	5	0	quiet
-0.5	86.5	1	5.2	0	quiet
-0.5	87.5	1	4.8	0	quiet
-0.5	88.5	1	5.9	0	quiet
-0.5	89.5	1	4.6	0	quiet
-0.5	92.5	3	5.1	0	quiet
-0.5	96.5	19	4.789	0	quiet
-0.5	97.5	64	4.891	0	quiet
-0.5	98.5	90	5.205	0	quiet
-0.5	99.5	74	4.941	0	quiet
-0.5	100.5	38	4.999	0	quiet
-0.5	101.5	5	5.064	0	quiet
-0.5	111.5	1	4.7	0	quiet
-0.5	119.5	56	5.038	0	quiet
-0.5	120.5	37	4.954	0	quiet
-0.5	121.5	174	4.958	1	moderate
-0.5	122.5	153	4.998	1	moderate
-0.5	123.5	279	4.904	1	moderate
-0.5	124.5	278	4.953	1	moderate
-0.5	125.5	218	4.95	1	moderate
-0.5	126.5	76	4.937	0	quiet
-0.5	127.5	143	4.883	1	moderate
-0.5	128.5	33	5.046	0	quiet
-0.5	129.5	32	4.887	0	quiet
-0.5	130.5	16	4.788	0	quiet
-0.5	131.5	39	4.854	0	quiet
-0.5	132.5	178	4.933	1	moderate
-0.5	133.5	149	4.995	1	moderate
-0.5	134.5	36	5.039	0	quiet
-0.5	135.5	66	4.805	0	quiet
-0.5	136.5	99	4.844	1	moderate
-0.5	137.5	21	5.01	0	quiet
-0.5	138.5	3	5.383	0	quiet
-0.5	141.5	1	4.6	0	quiet
-0.5	143.5	1	4.5	0	quiet
-0.5	145.5	1	4.6	0	quiet
-0.5	146.5	13	5.156	0	quiet
-0.5	147.5	3	5	0	quiet
-0.5	148.5	9	5.062	0	quiet
-0.5	149.5	4	5.147	0	quiet
-0.5	150.5	4	5.013	0	quiet
-0.5	151.5	3	4.933	0	quiet
-0.5	152.5	1	4.7	0	quiet
0.5	-101.5	3	5.033	0	quiet
0.5	-100.5	1	4.7	0	quiet
0.5	-94.5	1	5.96	0	quiet
0.5	-91.5	4	4.75	0	quiet
0.5	-90.5	6	4.567	0	quiet
0.5	-89.5	1	5.3	0	quiet
0.5	-87.5	6	4.933	0	quiet
0.5	-85.5	13	4.915	0	quiet
0.5	-84.5	2	5.38	0	quiet
0.5	-83.5	1	4.7	0	quiet
0.5	-80.5	47	5.113	0	quiet
0.5	-79.5	51	5.21	0	quiet
0.5	-78.5	15	4.853	0	quiet
0.5	-77.5	26	5.071	0	quiet
0.5	-59.5	1	4.9	0	quiet
0.5	-30.5	17	5.39	0	quiet
0.5	-29.5	82	5.085	0	quiet
0.5	-28.5	68	5.043	0	quiet
0.5	-27.5	42	4.986	0	quiet
0.5	-26.5	53	5.227	0	quiet
0.5	-25.5	52	5.086	0	quiet
0.5	-24.5	19	4.837	0	quiet
0.5	-22.5	1	5.62	0	quiet
0.5	-20.5	2	5.435	0	quiet
0.5	-19.5	1	4.9	0	quiet
0.5	-18.5	4	4.95	0	quiet
0.5	-17.5	35	4.979	0	quiet
0.5	-16.5	58	4.92	0	quiet
0.5	-13.5	1	4.5	0	quiet
0.5	17.5	3	4.967	0	quiet
0.5	18.5	1	4.8	0	quiet
0.5	21.5	1	4.6	0	quiet
0.5	25.5	1	4.9	0	quiet
0.5	29.5	26	4.939	0	quiet
0.5	30.5	26	4.905	0	quiet
0.5	33.5	2	4.5	0	quiet
0.5	35.5	1	4.7	0	quiet
0.5	66.5	12	4.917	0	quiet
0.5	67.5	24	4.91	0	quiet
0.5	74.5	1	5.2	0	quiet
0.5	82.5	2	5.6	0	quiet
0.5	83.5	1	4.8	0	quiet
0.5	91.5	6	4.9	0	quiet
0.5	92.5	42	4.871	0	quiet
0.5	93.5	1	5.5	0	quiet
0.5	95.5	2	4.7	0	quiet
0.5	96.5	91	4.848	0	quiet
0.5	97.5	321	4.79	1	moderate
0.5	98.5	170	4.9	1	moderate
0.5	99.5	40	4.845	0	quiet
0.5	100.5	38	4.8	0	quiet
0.5	101.5	2	4.55	0	quiet
0.5	108.5	1	4.7	0	quiet
0.5	118.5	5	4.808	0	quiet
0.5	119.5	61	5.161	0	quiet
0.5	120.5	121	4.918	1	moderate
0.5	121.5	110	4.903	1	moderate
0.5	122.5	197	4.937	1	moderate
0.5	123.5	303	4.907	1	moderate
0.5	124.5	116	4.914	1	moderate
0.5	125.5	276	4.956	1	moderate
0.5	126.5	608	4.864	2	hotspot
0.5	127.5	68	4.806	0	quiet
0.5	128.5	13	5.167	0	quiet
0.5	129.5	15	5.011	0	quiet
0.5	130.5	8	4.788	0	quiet
0.5	131.5	2	4.65	0	quiet
0.5	132.5	3	4.667	0	quiet
0.5	133.5	5	4.78	0	quiet
0.5	134.5	8	5.375	0	quiet
0.5	135.5	3	5.15	0	quiet
0.5	145.5	2	4.7	0	quiet
0.5	146.5	25	4.844	0	quiet
0.5	149.5	1	5.9	0	quiet
0.5	169.5	2	5.25	0	quiet
0.5	170.5	1	5	0	quiet
1.5	-110.5	1	4.8	0	quiet
1.5	-104.5	1	4.6	0	quiet
1.5	-102.5	11	4.873	0	quiet
1.5	-101.5	29	4.831	0	quiet
1.5	-100.5	8	4.8	0	quiet
1.5	-99.5	3	4.533	0	quiet
1.5	-98.5	3	4.6	0	quiet
1.5	-97.5	6	4.8	0	quiet
1.5	-96.5	1	4.8	0	quiet
1.5	-95.5	4	5.17	0	quiet
1.5	-94.5	1	4.5	0	quiet
1.5	-93.5	1	4.7	0	quiet
1.5	-92.5	1	4.7	0	quiet
1.5	-91.5	3	4.833	0	quiet
1.5	-90.5	72	5.068	0	quiet
1.5	-89.5	1	4.7	0	quiet
1.5	-85.5	73	5.098	0	quiet
1.5	-84.5	6	4.883	0	quiet
1.5	-83.5	2	4.65	0	quiet
1.5	-82.5	2	4.9	0	quiet
1.5	-80.5	5	4.7	0	quiet
1.5	-79.5	40	5.194	0	quiet
1.5	-78.5	4	4.725	0	quiet
1.5	-77.5	9	5.067	0	quiet
1.5	-76.5	4	5.425	0	quiet
1.5	-75.5	4	4.625	0	quiet
1.5	-41.5	1	4.7	0	quiet
1.5	-40.5	1	4.5	0	quiet
1.5	-30.5	38	4.797	0	quiet
1.5	-29.5	12	4.951	0	quiet
1.5	-28.5	19	5.19	0	quiet
1.5	-27.5	11	5.189	0	quiet
1.5	-26.5	6	4.917	0	quiet
1.5	-14.5	1	5.69	0	quiet
1.5	-12.5	1	4.8	0	quiet
1.5	8.5	1	5.5	0	quiet
1.5	19.5	2	5.45	0	quiet
1.5	25.5	2	4.6	0	quiet
1.5	29.5	1	4.7	0	quiet
1.5	30.5	20	4.885	0	quiet
1.5	31.5	8	4.888	0	quiet
1.5	66.5	36	4.846	0	quiet
1.5	67.5	14	4.793	0	quiet
1.5	68.5	1	5	0	quiet
1.5	88.5	1	4.5	0	quiet
1.5	89.5	24	4.792	0	quiet
1.5	90.5	17	4.741	0	quiet
1.5	91.5	52	4.833	0	quiet
1.5	92.5	34	4.782	0	quiet
1.5	93.5	10	4.82	0	quiet
1.5	94.5	8	4.912	0	quiet
1.5	95.5	17	4.894	0	quiet
1.5	96.5	112	4.748	1	moderate
1.5	97.5	634	4.808	2	hotspot
1.5	98.5	82	4.843	0	quiet
1.5	99.5	117	4.794	1	moderate
1.5	100.5	11	5.009	0	quiet
1.5	101.5	1	4.8	0	quiet
1.5	116.5	2	5	0	quiet
1.5	117.5	6	4.9	0	quiet
1.5	118.5	9	5.022	0	quiet
1.5	119.5	3	5	0	quiet
1.5	120.5	86	5.139	0	quiet
1.5	121.5	72	4.949	0	quiet
1.5	122.5	160	5.08	1	moderate
1.5	123.5	153	4.962	1	moderate
1.5	124.5	103	4.864	1	moderate
1.5	125.5	126	4.925	1	moderate
1.5	126.5	1199	4.951	2	hotspot
1.5	127.5	551	4.887	2	hotspot
1.5	128.5	205	4.907	1	moderate
1.5	129.5	39	4.967	0	quiet
1.5	130.5	2	4.55	0	quiet
1.5	132.5	27	4.936	0	quiet
