KMeans_ms 1 process: 0.895ms
										
Total lines processed: 293458					
Non-empty cells: 9915					
					
Cluster centroids (count	avgMag):				
Cluster 0: 11.86 4.92					
Cluster 1: 183.90 4.90					
Cluster 2: 640.09 4.92					
					
Cluster ranking:					
Rank 0: Cluster 0 (quiet)					
Rank 1: Cluster 1 (moderate)					
Rank 2: Cluster 2 (hotspot)					
					
Hotspot map:					
lat	lon	count	avgMag	cluster	label
60.5	-146.5	22	5.476	0	quiet
60.5	-145.5	8	5.34	0	quiet
60.5	-144.5	2	5.26	0	quiet
60.5	-143.5	4	5.147	0	quiet
60.5	-141.5	22	5.195	0	quiet
60.5	-140.5	28	4.969	0	quiet
60.5	-139.5	4	4.95	0	quiet
60.5	-138.5	2	4.9	0	quiet
60.5	-137.5	2	4.55	0	quiet
60.5	-73.5	2	5.55	0	quiet
60.5	-69.5	1	5.2	0	quiet
60.5	-58.5	3	4.793	0	quiet
60.5	-57.5	1	4.8	0	quiet
60.5	-44.5	5	4.66	0	quiet
60.5	-43.5	7	4.6	0	quiet
60.5	-42.5	1	4.5	0	quiet
60.5	-29.5	3	4.767	0	quiet
60.5	-28.5	11	4.775	0	quiet
60.5	-27.5	1	4.5	0	quiet
60.5	2.5	1	5	0	quiet
60.5	3.5	1	4.5	0	quiet
60.5	55.5	1	4.5	0	quiet
60.5	57.5	1	4.5	0	quiet
60.5	59.5	1	4.5	0	quiet
60.5	60.5	2	4.6	0	quiet
60.5	71.5	1	5.4	0	quiet
60.5	97.5	1	5.2	0	quiet
60.5	118.5	1	4.6	0	quiet
60.5	142.5	1	4.9	0	quiet
60.5	143.5	1	4.6	0	quiet
60.5	145.5	1	4.5	0	quiet
60.5	160.5	3	4.833	0	quiet
60.5	161.5	1	4.5	0	quiet
60.5	163.5	3	5.067	0	quiet
60.5	165.5	58	4.786	0	quiet
60.5	166.5	58	4.841	0	quiet
60.5	167.5	33	5.17	0	quiet
60.5	168.5	1	5.2	0	quiet
60.5	169.5	1	5	0	quiet
60.5	170.5	1	4.6	0	quiet
60.5	171.5	1	4.8	0	quiet
61.5	-166.5	1	4.9	0	quiet
61.5	-159.5	1	4.6	0	quiet
61.5	-158.5	1	4.6	0	quiet
61.5	-154.5	1	4.7	0	quiet
61.5	-153.5	1	5.96	0	quiet
61.5	-152.5	10	4.84	0	quiet
61.5	-151.5	28	5.217	0	quiet
61.5	-150.5	52	4.909	0	quiet
61.5	-149.5	51	4.946	0	quiet
61.5	-148.5	6	4.683	0	quiet
61.5	-147.5	26	5.435	0	quiet
61.5	-146.5	14	4.802	0	quiet
61.5	-145.5	3	4.667	0	quiet
61.5	-144.5	1	4.5	0	quiet
61.5	-143.5	1	4.5	0	quiet
61.5	-141.5	2	5	0	quiet
61.5	-140.5	12	5.09	0	quiet
61.5	-139.5	2	4.65	0	quiet
61.5	-138.5	2	4.75	0	quiet
61.5	-135.5	1	4.6	0	quiet
61.5	-132.5	1	4.6	0	quiet
61.5	-130.5	1	4.5	0	quiet
61.5	-124.5	4	4.725	0	quiet
61.5	-123.5	1	4.8	0	quiet
61.5	-110.5	2	4.55	0	quiet
61.5	-61.5	1	4.7	0	quiet
61.5	-60.5	1	5.2	0	quiet
61.5	-59.5	2	4.8	0	quiet
61.5	-58.5	1	4.6	0	quiet
61.5	-43.5	1	4.8	0	quiet
61.5	-42.5	1	4.8	0	quiet
61.5	-29.5	1	5.44	0	quiet
61.5	-28.5	4	4.76	0	quiet
61.5	-27.5	12	4.891	0	quiet
61.5	-26.5	24	4.633	0	quiet
61.5	1.5	1	4.8	0	quiet
61.5	2.5	2	5.1	0	quiet
61.5	3.5	1	4.5	0	quiet
61.5	4.5	1	5.2	0	quiet
61.5	14.5	1	4.6	0	quiet
61.5	47.5	1	4.8	0	quiet
61.5	66.5	1	4.6	0	quiet
61.5	72.5	1	5.4	0	quiet
61.5	112.5	6	5.167	0	quiet
61.5	113.5	1	4.9	0	quiet
61.5	122.5	1	4.9	0	quiet
61.5	136.5	2	6.18	0	quiet
61.5	139.5	1	4.5	0	quiet
61.5	140.5	1	5.95	0	quiet
61.5	143.5	1	4.8	0	quiet
61.5	144.5	1	4.6	0	quiet
61.5	147.5	1	5.77	0	quiet
61.5	153.5	2	5.25	0	quiet
61.5	156.5	2	4.95	0	quiet
61.5	159.5	1	5.2	0	quiet
61.5	160.5	1	4.6	0	quiet
61.5	162.5	1	4.6	0	quiet
61.5	165.5	3	4.5	0	quiet
61.5	166.5	13	4.877	0	quiet
61.5	167.5	30	4.82	0	quiet
61.5	168.5	3	4.967	0	quiet
61.5	169.5	2	5.2	0	quiet
61.5	172.5	1	6.03	0	quiet
61.5	177.5	1	5.82	0	quiet
62.5	-178.5	1	4.5	0	quiet
62.5	-170.5	1	4.6	0	quiet
62.5	-168.5	1	4.6	0	quiet
62.5	-158.5	1	0	0	quiet
62.5	-156.5	1	5.2	0	quiet
62.5	-155.5	1	5.4	0	quiet
62.5	-153.5	2	5.555	0	quiet
62.5	-152.5	8	4.887	0	quiet
62.5	-151.5	18	4.729	0	quiet
62.5	-150.5	19	4.774	0	quiet
62.5	-149.5	22	4.773	0	quiet
62.5	-148.5	13	4.869	0	quiet
62.5	-147.5	2	5.175	0	quiet
62.5	-145.5	2	4.5	0	quiet
62.5	-144.5	1	5	0	quiet
62.5	-143.5	6	4.833	0	quiet
62.5	-142.5	6	4.833	0	quiet
62.5	-141.5	2	4.75	0	quiet
62.5	-138.5	1	4.5	0	quiet
62.5	-135.5	1	4.6	0	quiet
62.5	-127.5	2	4.75	0	quiet
62.5	-125.5	1	5.25	0	quiet
62.5	-124.5	30	5.057	0	quiet
62.5	-123.5	3	4.6	0	quiet
62.5	-30.5	1	4.8	0	quiet
62.5	-28.5	1	5.58	0	quiet
62.5	-26.5	46	4.628	0	quiet
62.5	-25.5	30	4.75	0	quiet
62.5	-24.5	2	4.9	0	quiet
62.5	2.5	2	4.7	0	quiet
62.5	4.5	2	4.75	0	quiet
62.5	145.5	1	5.3	0	quiet
62.5	153.5	2	4.65	0	quiet
62.5	156.5	1	4.9	0	quiet
62.5	163.5	1	4.8	0	quiet
62.5	170.5	2	4.75	0	quiet
62.5	171.5	6	5.117	0	quiet
62.5	172.5	1	4.5	0	quiet
62.5	177.5	1	4.7	0	quiet
62.5	178.5	1	5.3	0	quiet
62.5	179.5	1	4.6	0	quiet
63.5	-178.5	2	5.05	0	quiet
63.5	-172.5	2	4.5	0	quiet
63.5	-166.5	1	4.5	0	quiet
63.5	-157.5	1	5	0	quiet
63.5	-153.5	1	4.7	0	quiet
63.5	-152.5	3	4.833	0	quiet
63.5	-151.5	9	4.833	0	quiet
63.5	-150.5	45	4.864	0	quiet
63.5	-149.5	16	4.806	0	quiet
63.5	-148.5	8	4.362	0	quiet
63.5	-147.5	22	4.955	0	quiet
63.5	-146.5	3	1.7	0	quiet
63.5	-145.5	19	5.102	0	quiet
63.5	-144.5	12	4.908	0	quiet
63.5	-143.5	2	4.7	0	quiet
63.5	-130.5	1	4.6	0	quiet
63.5	-129.5	1	5.2	0	quiet
63.5	-128.5	1	5.15	0	quiet
63.5	-126.5	1	5.3	0	quiet
63.5	-123.5	1	4.8	0	quiet
63.5	-25.5	1	4.7	0	quiet
63.5	-24.5	25	4.74	0	quiet
63.5	-23.5	21	4.702	0	quiet
63.5	-22.5	47	4.795	0	quiet
63.5	-21.5	5	5.272	0	quiet
63.5	-20.5	4	5.8	0	quiet
63.5	-19.5	8	4.888	0	quiet
63.5	2.5	3	4.933	0	quiet
63.5	63.5	1	5.5	0	quiet
63.5	97.5	1	4.9	0	quiet
63.5	125.5	1	5.6	0	quiet
63.5	133.5	1	4.6	0	quiet
63.5	144.5	1	4.7	0	quiet
63.5	145.5	1	6.99	0	quiet
63.5	146.5	1	5.73	0	quiet
63.5	147.5	1	4.6	0	quiet
63.5	148.5	1	4.6	0	quiet
63.5	149.5	1	4.7	0	quiet
63.5	150.5	2	5.1	0	quiet
63.5	158.5	3	4.833	0	quiet
63.5	169.5	1	4.9	0	quiet
63.5	172.5	2	4.55	0	quiet
63.5	179.5	1	4.8	0	quiet
64.5	-173.5	2	4.55	0	quiet
64.5	-172.5	1	4.5	0	quiet
64.5	-170.5	1	5.2	0	quiet
64.5	-169.5	1	4.9	0	quiet
64.5	-165.5	2	5.145	0	quiet
64.5	-162.5	2	5.25	0	quiet
64.5	-160.5	2	5.35	0	quiet
64.5	-158.5	1	4.5	0	quiet
64.5	-155.5	1	4.9	0	quiet
64.5	-153.5	1	4.5	0	quiet
64.5	-152.5	3	4.767	0	quiet
64.5	-151.5	1	5.94	0	quiet
64.5	-149.5	6	4.667	0	quiet
64.5	-148.5	7	5.259	0	quiet
64.5	-147.5	10	5.019	0	quiet
64.5	-146.5	5	5.344	0	quiet
64.5	-140.5	1	4.5	0	quiet
64.5	-138.5	1	4.8	0	quiet
64.5	-137.5	2	4.7	0	quiet
64.5	-134.5	1	5.1	0	quiet
64.5	-133.5	2	4.95	0	quiet
64.5	-132.5	3	4.767	0	quiet
64.5	-131.5	1	5.4	0	quiet
64.5	-130.5	5	4.78	0	quiet
64.5	-129.5	1	5.6	0	quiet
64.5	-128.5	1	4.7	0	quiet
64.5	-88.5	1	5.4	0	quiet
64.5	-86.5	1	4.6	0	quiet
64.5	-51.5	1	4.5	0	quiet
64.5	-39.5	2	4.5	0	quiet
64.5	-23.5	2	5.7	0	quiet
64.5	-22.5	37	4.743	0	quiet
64.5	-21.5	15	4.89	0	quiet
64.5	-20.5	7	4.657	0	quiet
64.5	-18.5	3	4.833	0	quiet
64.5	-17.5	313	4.773	1	moderate
64.5	2.5	1	5.24	0	quiet
64.5	91.5	1	5.1	0	quiet
64.5	99.5	2	4.95	0	quiet
64.5	143.5	1	4.8	0	quiet
64.5	145.5	1	4.6	0	quiet
64.5	146.5	2	5.15	0	quiet
64.5	148.5	1	5.2	0	quiet
64.5	149.5	1	4.7	0	quiet
64.5	168.5	1	5	0	quiet
65.5	-174.5	1	4.5	0	quiet
65.5	-173.5	2	4.5	0	quiet
65.5	-170.5	1	4.5	0	quiet
65.5	-169.5	2	5.05	0	quiet
65.5	-168.5	3	4.6	0	quiet
65.5	-167.5	1	5.83	0	quiet
65.5	-166.5	5	4.78	0	quiet
65.5	-165.5	1	4.5	0	quiet
65.5	-164.5	1	4.7	0	quiet
65.5	-162.5	2	4.75	0	quiet
65.5	-160.5	1	4.5	0	quiet
65.5	-156.5	1	6.8	0	quiet
65.5	-155.5	1	5.88	0	quiet
65.5	-154.5	1	5.6	0	quiet
65.5	-153.5	2	4.95	0	quiet
65.5	-152.5	1	5.4	0	quiet
65.5	-151.5	2	5.52	0	quiet
65.5	-150.5	4	4.048	0	quiet
65.5	-149.5	5	4.94	0	quiet
65.5	-148.5	1	6	0	quiet
65.5	-144.5	1	4.8	0	quiet
65.5	-138.5	1	4.6	0	quiet
65.5	-137.5	1	4.5	0	quiet
65.5	-135.5	5	4.62	0	quiet
65.5	-134.5	7	4.843	0	quiet
65.5	-133.5	9	5.046	0	quiet
65.5	-130.5	1	4.5	0	quiet
65.5	-123.5	1	4.5	0	quiet
65.5	-122.5	1	4.6	0	quiet
65.5	-89.5	1	4.5	0	quiet
65.5	-86.5	1	4.5	0	quiet
65.5	-52.5	1	4.9	0	quiet
65.5	-39.5	1	4.5	0	quiet
65.5	-37.5	6	4.617	0	quiet
65.5	-23.5	1	5.46	0	quiet
65.5	-18.5	1	6.2	0	quiet
65.5	-17.5	1	4.5	0	quiet
65.5	-16.5	18	4.667	0	quiet
65.5	-9.5	1	5.2	0	quiet
65.5	-2.5	1	4.5	0	quiet
65.5	-0.5	1	5.6	0	quiet
65.5	2.5	1	4.9	0	quiet
65.5	5.5	2	4.85	0	quiet
65.5	6.5	1	5.53	0	quiet
65.5	13.5	1	5.4	0	quiet
65.5	40.5	1	5	0	quiet
65.5	55.5	1	5.3	0	quiet
65.5	112.5	1	5.1	0	quiet
65.5	124.5	1	4.5	0	quiet
65.5	136.5	3	5.58	0	quiet
65.5	143.5	1	4.5	0	quiet
65.5	144.5	1	4.7	0	quiet
65.5	145.5	4	4.825	0	quiet
65.5	149.5	2	4.65	0	quiet
65.5	175.5	1	4.5	0	quiet
66.5	-174.5	3	5	0	quiet
66.5	-173.5	1	6.1	0	quiet
66.5	-172.5	1	4.5	0	quiet
66.5	-171.5	1	4.6	0	quiet
66.5	-170.5	1	4.6	0	quiet
66.5	-168.5	1	4.5	0	quiet
66.5	-157.5	15	4.807	0	quiet
66.5	-156.5	4	4.85	0	quiet
66.5	-155.5	4	4.88	0	quiet
66.5	-151.5	1	4.7	0	quiet
66.5	-150.5	7	5.157	0	quiet
66.5	-149.5	3	4.733	0	quiet
66.5	-148.5	3	5.037	0	quiet
66.5	-147.5	1	5.1	0	quiet
66.5	-142.5	4	4.9	0	quiet
66.5	-141.5	2	4.55	0	quiet
66.5	-136.5	1	5.1	0	quiet
66.5	-135.5	9	5.179	0	quiet
66.5	-130.5	1	4.8	0	quiet
66.5	-94.5	1	5.3	0	quiet
66.5	-19.5	9	5.137	0	quiet
66.5	-18.5	16	4.956	0	quiet
66.5	-17.5	24	4.757	0	quiet
66.5	-16.5	24	4.808	0	quiet
66.5	-15.5	1	4.5	0	quiet
66.5	8.5	1	5.36	0	quiet
66.5	13.5	1	4.6	0	quiet
66.5	78.5	1	5.3	0	quiet
66.5	86.5	1	5.2	0	quiet
66.5	133.5	1	4.5	0	quiet
66.5	142.5	1	5.31	0	quiet
66.5	179.5	2	4.85	0	quiet
67.5	-173.5	3	5.033	0	quiet
67.5	-171.5	1	4.6	0	quiet
67.5	-169.5	2	4.9	0	quiet
67.5	-168.5	1	4.5	0	quiet
67.5	-167.5	3	4.933	0	quiet
67.5	-166.5	2	4.7	0	quiet
67.5	-163.5	1	4.8	0	quiet
67.5	-162.5	14	5.093	0	quiet
67.5	-161.5	10	4.77	0	quiet
67.5	-160.5	2	4.6	0	quiet
67.5	-157.5	1	4.8	0	quiet
67.5	-156.5	3	4.833	0	quiet
67.5	-155.5	1	5.1	0	quiet
67.5	-154.5	1	4.7	0	quiet
67.5	-150.5	1	4.5	0	quiet
67.5	-147.5	2	4.75	0	quiet
67.5	-146.5	1	4.7	0	quiet
67.5	-144.5	1	4.7	0	quiet
67.5	-66.5	1	4.7	0	quiet
67.5	-22.5	1	4.5	0	quiet
67.5	-20.5	1	5.4	0	quiet
67.5	-19.5	2	5.105	0	quiet
67.5	-18.5	16	4.773	0	quiet
67.5	10.5	1	4.6	0	quiet
67.5	11.5	1	4.7	0	quiet
67.5	14.5	1	4.6	0	quiet
67.5	15.5	2	4.7	0	quiet
67.5	20.5	1	4.9	0	quiet
67.5	33.5	1	4.5	0	quiet
67.5	34.5	1	4.6	0	quiet
67.5	62.5	1	5.2	0	quiet
67.5	123.5	1	4.5	0	quiet
67.5	128.5	1	4.5	0	quiet
67.5	139.5	2	5.2	0	quiet
67.5	140.5	1	5	0	quiet
67.5	141.5	2	5.7	0	quiet
67.5	142.5	33	4.815	0	quiet
68.5	-177.5	1	5.3	0	quiet
68.5	-171.5	1	4.7	0	quiet
68.5	-158.5	1	4.5	0	quiet
68.5	-148.5	2	5	0	quiet
68.5	-147.5	1	4.5	0	quiet
68.5	-145.5	1	4.5	0	quiet
68.5	-136.5	2	4.95	0	quiet
68.5	-67.5	1	5.07	0	quiet
68.5	-61.5	1	4.6	0	quiet
68.5	-59.5	1	4.9	0	quiet
68.5	-30.5	1	4.6	0	quiet
68.5	-19.5	2	4.5	0	quiet
68.5	-18.5	8	4.637	0	quiet
68.5	-17.5	10	4.67	0	quiet
68.5	-16.5	7	4.789	0	quiet
68.5	16.5	1	4.9	0	quiet
68.5	36.5	1	4.7	0	quiet
68.5	53.5	1	5.5	0	quiet
68.5	75.5	1	5.5	0	quiet
68.5	139.5	1	4.7	0	quiet
68.5	140.5	1	5.1	0	quiet
69.5	-147.5	1	5.1	0	quiet
69.5	-146.5	3	4.867	0	quiet
69.5	-145.5	5	4.98	0	quiet
69.5	-144.5	26	4.8	0	quiet
69.5	-130.5	1	4.8	0	quiet
69.5	-96.5	1	5.1	0	quiet
69.5	-95.5	1	4.7	0	quiet
69.5	-53.5	3	4.567	0	quiet
69.5	-29.5	1	5.3	0	quiet
69.5	-16.5	5	5.28	0	quiet
69.5	-15.5	10	4.662	0	quiet
69.5	14.5	1	4.5	0	quiet
69.5	81.5	1	5.2	0	quiet
69.5	90.5	2	4.9	0	quiet
69.5	138.5	2	5.55	0	quiet
69.5	140.5	1	4.6	0	quiet
70.5	-134.5	1	4.8	0	quiet
70.5	-133.5	1	4.5	0	quiet
70.5	-132.5	1	4.6	0	quiet
70.5	-131.5	1	4.7	0	quiet
70.5	-95.5	1	4.5	0	quiet
70.5	-20.5	1	4.7	0	quiet
70.5	-16.5	3	5.173	0	quiet
70.5	-15.5	40	4.966	0	quiet
70.5	-14.5	28	4.933	0	quiet
70.5	-13.5	17	4.816	0	quiet
70.5	-7.5	4	4.75	0	quiet
70.5	-6.5	19	4.966	0	quiet
70.5	-5.5	3	4.8	0	quiet
70.5	7.5	1	5.91	0	quiet
70.5	8.5	2	5	0	quiet
70.5	9.5	1	5.51	0	quiet
70.5	12.5	1	4.5	0	quiet
70.5	53.5	2	6.35	0	quiet
70.5	54.5	2	6.8	0	quiet
70.5	127.5	1	5.2	0	quiet
70.5	129.5	2	4.7	0	quiet
70.5	139.5	1	4.8	0	quiet
71.5	-137.5	1	4.9	0	quiet
71.5	-135.5	1	4.5	0	quiet
71.5	-134.5	2	4.6	0	quiet
71.5	-132.5	1	5.3	0	quiet
71.5	-131.5	1	5.3	0	quiet
71.5	-74.5	1	4.6	0	quiet
71.5	-73.5	1	6.1	0	quiet
71.5	-71.5	1	4.7	0	quiet
71.5	-69.5	1	4.5	0	quiet
71.5	-66.5	1	4.8	0	quiet
71.5	-65.5	1	4.5	0	quiet
71.5	-53.5	1	4.5	0	quiet
71.5	-18.5	1	5.44	0	quiet
71.5	-15.5	2	5.09	0	quiet
71.5	-14.5	1	5.63	0	quiet
71.5	-13.5	13	4.783	0	quiet
71.5	-12.5	14	4.736	0	quiet
71.5	-11.5	9	5.278	0	quiet
71.5	-10.5	5	5.728	0	quiet
71.5	-9.5	10	4.936	0	quiet
71.5	-8.5	14	5.274	0	quiet
71.5	-7.5	19	5.123	0	quiet
71.5	-6.5	11	4.925	0	quiet
71.5	-5.5	5	4.716	0	quiet
71.5	-4.5	27	4.844	0	quiet
71.5	-3.5	25	4.88	0	quiet
71.5	-2.5	25	4.817	0	quiet
71.5	-1.5	31	4.755	0	quiet
71.5	-0.5	4	4.675	0	quiet
71.5	0.5	1	4.6	0	quiet
71.5	2.5	1	4.5	0	quiet
71.5	8.5	1	4.6	0	quiet
71.5	9.5	1	4.6	0	quiet
71.5	13.5	1	4.6	0	quiet
71.5	14.5	1	5.1	0	quiet
71.5	51.5	1	4.8	0	quiet
71.5	128.5	1	4.6	0	quiet
71.5	129.5	2	5.12	0	quiet
71.5	130.5	1	4.8	0	quiet
72.5	-152.5	1	4.6	0	quiet
72.5	-133.5	1	5.2	0	quiet
72.5	-131.5	1	4.6	0	quiet
72.5	-130.5	2	4.9	0	quiet
72.5	-129.5	1	4.8	0	quiet
72.5	-74.5	1	4.5	0	quiet
72.5	-71.5	3	4.567	0	quiet
72.5	-70.5	2	5.895	0	quiet
72.5	-69.5	2	5.785	0	quiet
72.5	-68.5	1	5.81	0	quiet
72.5	-6.5	1	4.5	0	quiet
72.5	-2.5	1	4.5	0	quiet
72.5	-1.5	2	4.65	0	quiet
72.5	-0.5	5	4.97	0	quiet
72.5	0.5	17	5.024	0	quiet
72.5	1.5	18	4.864	0	quiet
72.5	2.5	11	4.714	0	quiet
72.5	3.5	29	4.814	0	quiet
72.5	4.5	18	4.694	0	quiet
72.5	5.5	12	4.867	0	quiet
72.5	6.5	2	4.65	0	quiet
72.5	8.5	1	5.79	0	quiet
72.5	12.5	2	4.9	0	quiet
72.5	13.5	1	4.6	0	quiet
72.5	15.5	1	4.5	0	quiet
72.5	55.5	1	4.7	0	quiet
72.5	121.5	1	4.8	0	quiet
72.5	122.5	1	4.5	0	quiet
72.5	123.5	1	4.9	0	quiet
72.5	124.5	1	4.7	0	quiet
72.5	125.5	1	4.7	0	quiet
72.5	126.5	3	5.173	0	quiet
72.5	129.5	1	4.5	0	quiet
72.5	142.5	1	5.1	0	quiet
73.5	-95.5	1	4.9	0	quiet
73.5	-74.5	1	4.6	0	quiet
73.5	-73.5	1	5	0	quiet
73.5	-70.5	3	5.95	0	quiet
73.5	-69.5	1	4.5	0	quiet
73.5	-9.5	1	5.42	0	quiet
73.5	5.5	23	4.783	0	quiet
73.5	6.5	41	4.807	0	quiet
73.5	7.5	33	4.718	0	quiet
73.5	8.5	40	4.749	0	quiet
73.5	9.5	7	4.743	0	quiet
73.5	10.5	1	5.2	0	quiet
73.5	13.5	1	4.7	0	quiet
73.5	53.5	1	4.5	0	quiet
73.5	54.5	19	5.774	0	quiet
73.5	55.5	3	6.567	0	quiet
73.5	114.5	1	4.5	0	quiet
73.5	115.5	1	4.7	0	quiet
73.5	118.5	2	4.9	0	quiet
73.5	122.5	1	5.4	0	quiet
73.5	124.5	1	4.5	0	quiet
73.5	132.5	1	5	0	quiet
73.5	134.5	2	4.9	0	quiet
74.5	-130.5	1	5.3	0	quiet
74.5	-94.5	1	4.6	0	quiet
74.5	-93.5	1	5.4	0	quiet
74.5	-92.5	4	5.225	0	quiet
74.5	-90.5	1	4.6	0	quiet
74.5	-72.5	2	4.6	0	quiet
74.5	-70.5	1	4.7	0	quiet
74.5	-69.5	1	4.5	0	quiet
74.5	6.5	1	4.7	0	quiet
74.5	7.5	1	4.6	0	quiet
74.5	8.5	22	5.063	0	quiet
74.5	9.5	14	4.64	0	quiet
74.5	10.5	5	4.66	0	quiet
74.5	11.5	1	4.5	0	quiet
74.5	12.5	2	4.55	0	quiet
74.5	13.5	2	4.8	0	quiet
74.5	130.5	2	4.8	0	quiet
74.5	132.5	1	4.9	0	quiet
74.5	133.5	1	4.9	0	quiet
74.5	134.5	8	4.8	0	quiet
74.5	146.5	2	4.55	0	quiet
74.5	147.5	1	5	0	quiet
75.5	-120.5	1	5	0	quiet
75.5	-104.5	3	4.767	0	quiet
75.5	-72.5	3	5.453	0	quiet
75.5	-61.5	1	4.6	0	quiet
75.5	-13.5	1	5.36	0	quiet
75.5	-3.5	1	4.7	0	quiet
75.5	-2.5	1	4.5	0	quiet
75.5	-0.5	1	4.6	0	quiet
75.5	6.5	3	5.033	0	quiet
75.5	7.5	15	4.713	0	quiet
75.5	8.5	5	4.54	0	quiet
75.5	10.5	2	5	0	quiet
75.5	12.5	1	4.5	0	quiet
75.5	15.5	2	4.8	0	quiet
75.5	16.5	1	4.8	0	quiet
75.5	110.5	1	4.8	0	quiet
75.5	111.5	2	4.7	0	quiet
75.5	113.5	1	5.1	0	quiet
75.5	121.5	1	4.5	0	quiet
75.5	122.5	2	5.15	0	quiet
75.5	125.5	1	5	0	quiet
75.5	132.5	1	4.5	0	quiet
75.5	133.5	2	4.85	0	quiet
75.5	134.5	2	5.35	0	quiet
75.5	135.5	2	4.95	0	quiet
75.5	136.5	1	4.7	0	quiet
75.5	143.5	1	4.8	0	quiet
76.5	-108.5	1	4.6	0	quiet
76.5	-107.5	1	5.2	0	quiet
76.5	-106.5	1	4.8	0	quiet
76.5	-105.5	1	4.6	0	quiet
76.5	-97.5	1	4.7	0	quiet
76.5	-1.5	1	5.3	0	quiet
76.5	3.5	1	4.6	0	quiet
76.5	4.5	2	4.85	0	quiet
76.5	5.5	1	5.4	0	quiet
76.5	6.5	11	4.891	0	quiet
76.5	7.5	30	4.908	0	quiet
76.5	8.5	7	4.933	0	quiet
76.5	12.5	2	4.6	0	quiet
76.5	16.5	1	4.7	0	quiet
76.5	17.5	1	4.5	0	quiet
76.5	18.5	8	4.675	0	quiet
76.5	20.5	1	4.5	0	quiet
76.5	23.5	2	5	0	quiet
76.5	64.5	1	4.8	0	quiet
76.5	125.5	1	5.1	0	quiet
76.5	130.5	2	4.6	0	quiet
76.5	131.5	1	5.5	0	quiet
76.5	133.5	2	4.55	0	quiet
76.5	134.5	4	5	0	quiet
76.5	145.5	1	4.6	0	quiet
76.5	146.5	1	4.7	0	quiet
77.5	-127.5	1	4.7	0	quiet
77.5	-111.5	2	4.65	0	quiet
77.5	1.5	1	4.6	0	quiet
77.5	3.5	1	4.5	0	quiet
77.5	6.5	2	4.99	0	quiet
77.5	7.5	17	4.822	0	quiet
77.5	8.5	3	4.667	0	quiet
77.5	13.5	1	4.6	0	quiet
77.5	15.5	1	4.8	0	quiet
77.5	17.5	1	4.8	0	quiet
77.5	18.5	6	5.017	0	quiet
77.5	19.5	1	4.5	0	quiet
77.5	20.5	1	5.1	0	quiet
77.5	125.5	2	5.55	0	quiet
77.5	126.5	3	4.867	0	quiet
77.5	129.5	1	4.6	0	quiet
77.5	131.5	1	4.7	0	quiet
78.5	-138.5	1	4.6	0	quiet
78.5	-114.5	1	4.8	0	quiet
78.5	-108.5	1	5	0	quiet
78.5	-107.5	1	4.5	0	quiet
78.5	-98.5	1	4.5	0	quiet
78.5	-94.5	1	4.8	0	quiet
78.5	-75.5	1	5.71	0	quiet
78.5	-19.5	4	4.675	0	quiet
78.5	-3.5	1	4.9	0	quiet
78.5	2.5	2	4.8	0	quiet
78.5	3.5	2	5.2	0	quiet
78.5	4.5	2	4.9	0	quiet
78.5	5.5	5	5.546	0	quiet
78.5	6.5	13	5.002	0	quiet
78.5	7.5	11	4.655	0	quiet
78.5	8.5	3	4.8	0	quiet
78.5	10.5	1	4.9	0	quiet
78.5	11.5	1	4.5	0	quiet
78.5	24.5	1	4.6	0	quiet
78.5	124.5	2	4.65	0	quiet
78.5	125.5	5	5.22	0	quiet
78.5	126.5	4	5.35	0	quiet
79.5	-118.5	1	5.6	0	quiet
79.5	-116.5	2	5.1	0	quiet
79.5	-115.5	12	5.042	0	quiet
79.5	-114.5	2	4.8	0	quiet
79.5	-111.5	1	5.1	0	quiet
79.5	-108.5	1	4.6	0	quiet
79.5	-96.5	1	4.7	0	quiet
79.5	-18.5	1	4.7	0	quiet
79.5	-17.5	1	4.9	0	quiet
79.5	-16.5	1	4.6	0	quiet
79.5	-2.5	1	4.8	0	quiet
79.5	-1.5	1	5.2	0	quiet
79.5	-0.5	2	4.8	0	quiet
79.5	0.5	6	5.132	0	quiet
79.5	1.5	5	5.18	0	quiet
79.5	2.5	20	4.959	0	quiet
79.5	3.5	30	4.757	0	quiet
79.5	4.5	13	4.754	0	quiet
79.5	5.5	1	4.7	0	quiet
79.5	94.5	1	4.6	0	quiet
79.5	99.5	1	4.5	0	quiet
79.5	122.5	1	4.5	0	quiet
79.5	123.5	6	4.7	0	quiet
79.5	124.5	5	5	0	quiet
79.5	137.5	1	4.6	0	quiet
80.5	-120.5	1	4.7	0	quiet
80.5	-113.5	1	4.7	0	quiet
80.5	-111.5	1	4.6	0	quiet
80.5	-110.5	1	4.6	0	quiet
80.5	-107.5	2	4.85	0	quiet
80.5	-90.5	1	4.8	0	quiet
80.5	-4.5	1	4.5	0	quiet
80.5	-3.5	8	4.65	0	quiet
80.5	-2.5	10	5.031	0	quiet
80.5	-1.5	13	5.133	0	quiet
80.5	-0.5	6	5.083	0	quiet
80.5	0.5	9	4.911	0	quiet
80.5	1.5	1	5.81	0	quiet
80.5	120.5	2	4.5	0	quiet
80.5	121.5	4	5.175	0	quiet
80.5	122.5	9	4.932	0	quiet
80.5	123.5	3	4.95	0	quiet
80.5	137.5	1	4.9	0	quiet
81.5	-116.5	1	5.1	0	quiet
81.5	-115.5	1	4.7	0	quiet
